year_month;community;zone;is_freehold;secondary_price_per_sqft_usd;secondary_price_per_m2_usd;offplan_price_per_sqft_usd;rental_price_per_sqft_annual_usd;n_listings_secondary;n_listings_offplan;n_listings_rental;cbuae_base_rate_pct;avg_mortgage_rate_pct
2023-09;Bur Dubai;Bur Dubai;FALSE;299;3218;;19;129;0;115;05.04;06.09
2023-10;Bur Dubai;Bur Dubai;FALSE;312;3359;;20;101;0;117;05.04;06.09
2023-11;Bur Dubai;Bur Dubai;FALSE;310;3332;;20;153;0;89;05.04;06.09
2023-12;Bur Dubai;Bur Dubai;FALSE;306;3290;;20;118;0;26;05.04;06.09
2024-01;Bur Dubai;Bur Dubai;FALSE;306;3291;;20;115;0;107;05.04;06.09
2024-02;Bur Dubai;Bur Dubai;FALSE;319;3431;;21;19;0;49;05.04;06.09
2024-03;Bur Dubai;Bur Dubai;FALSE;305;3284;;20;73;0;16;05.04;06.09
2024-04;Bur Dubai;Bur Dubai;FALSE;313;3374;;20;173;0;105;05.04;06.09
2024-05;Bur Dubai;Bur Dubai;FALSE;310;3332;;20;177;0;67;05.04;06.09
2024-06;Bur Dubai;Bur Dubai;FALSE;307;3305;;20;127;0;54;05.04;06.09
2024-07;Bur Dubai;Bur Dubai;FALSE;306;3289;;20;167;0;117;0,211805556;06.15
2024-08;Bur Dubai;Bur Dubai;FALSE;316;3400;;21;128;0;16;0,211805556;06.15
2024-09;Bur Dubai;Bur Dubai;FALSE;305;3285;;20;84;0;69;0,211805556;06.15
2024-10;Bur Dubai;Bur Dubai;FALSE;300;3227;;19;40;0;96;0,211805556;06.15
2024-11;Bur Dubai;Bur Dubai;FALSE;299;3214;;19;118;0;29;0,211805556;06.15
2024-12;Bur Dubai;Bur Dubai;FALSE;305;3279;;20;151;0;67;0,211805556;06.15
2025-01;Bur Dubai;Bur Dubai;FALSE;303;3262;;20;17;0;17;0,211805556;06.15
2025-02;Bur Dubai;Bur Dubai;FALSE;305;3281;;20;149;0;98;0,211805556;06.15
2025-03;Bur Dubai;Bur Dubai;FALSE;300;3224;;19;80;0;105;0,211805556;06.15
2025-04;Bur Dubai;Bur Dubai;FALSE;301;3242;;20;19;0;27;0,211805556;06.15
2025-05;Bur Dubai;Bur Dubai;FALSE;295;3172;;19;168;0;80;0,211805556;06.15
2025-06;Bur Dubai;Bur Dubai;FALSE;306;3297;;20;162;0;84;0,211805556;06.15
2025-07;Bur Dubai;Bur Dubai;FALSE;286;3079;;19;147;0;66;04.00;05.05
2025-08;Bur Dubai;Bur Dubai;FALSE;303;3259;;20;157;0;86;04.00;05.05
2025-09;Bur Dubai;Bur Dubai;FALSE;304;3274;;20;21;0;94;04.00;05.05
2025-10;Bur Dubai;Bur Dubai;FALSE;302;3250;;20;148;0;84;04.00;05.05
2025-11;Bur Dubai;Bur Dubai;FALSE;297;3193;;19;85;0;50;04.00;05.05
2025-12;Bur Dubai;Bur Dubai;FALSE;289;3106;;19;146;0;20;04.00;05.05
2026-01;Bur Dubai;Bur Dubai;FALSE;282;3041;;18;68;0;61;04.00;05.05
2026-02;Bur Dubai;Bur Dubai;FALSE;310;3335;;20;51;0;117;04.00;05.05
2026-03;Bur Dubai;Bur Dubai;FALSE;298;3213;;19;81;0;60;04.00;05.05
2026-04;Bur Dubai;Bur Dubai;FALSE;298;3206;;19;154;0;69;04.00;05.05
2020-01;Deira;Deira;FALSE;166;1782;;11;98;0;18;01.05;03.00
2020-02;Deira;Deira;FALSE;161;1736;;10;140;0;63;01.05;03.00
2020-03;Deira;Deira;FALSE;173;1859;;11;125;0;60;01.05;03.00
2020-04;Deira;Deira;FALSE;166;1790;;11;42;0;42;00.04;01.09
2020-05;Deira;Deira;FALSE;164;1762;;11;169;0;117;00.04;01.09
2020-06;Deira;Deira;FALSE;160;1719;;10;78;0;70;00.04;01.09
2020-07;Deira;Deira;FALSE;166;1782;;11;175;0;109;00.04;01.09
2020-08;Deira;Deira;FALSE;153;1651;;10;52;0;87;00.04;01.09
2020-09;Deira;Deira;FALSE;158;1703;;10;157;0;108;00.04;01.09
2020-10;Deira;Deira;FALSE;156;1675;;10;116;0;40;00.04;01.09
2020-11;Deira;Deira;FALSE;158;1700;;10;170;0;105;00.04;01.09
2020-12;Deira;Deira;FALSE;158;1700;;10;140;0;76;00.04;01.09
2021-01;Deira;Deira;FALSE;164;1761;;11;74;0;35;00.04;01.09
2021-02;Deira;Deira;FALSE;161;1733;;10;92;0;96;00.04;01.09
2021-03;Deira;Deira;FALSE;164;1763;;11;42;0;66;00.04;01.09
2021-04;Deira;Deira;FALSE;174;1877;;11;154;0;107;00.04;01.09
2021-05;Deira;Deira;FALSE;175;1888;;11;175;0;39;00.04;01.09
2021-06;Deira;Deira;FALSE;174;1868;;11;57;0;85;00.04;01.09
2021-07;Deira;Deira;FALSE;176;1890;;11;151;0;114;00.04;01.09
2021-08;Deira;Deira;FALSE;179;1925;;12;169;0;114;00.04;01.09
2021-09;Deira;Deira;FALSE;183;1965;;12;85;0;33;00.04;01.09
2021-10;Deira;Deira;FALSE;186;2006;;12;109;0;89;00.04;01.09
2021-11;Deira;Deira;FALSE;202;2175;;13;26;0;19;00.04;01.09
2021-12;Deira;Deira;FALSE;200;2157;;13;127;0;54;00.04;01.09
2022-01;Deira;Deira;FALSE;214;2308;;14;52;0;38;00.04;01.09
2022-02;Deira;Deira;FALSE;211;2272;;14;62;0;116;00.04;01.09
2022-03;Deira;Deira;FALSE;220;2370;;14;58;0;113;00.04;01.09
2022-04;Deira;Deira;FALSE;211;2267;;14;177;0;90;01.04;02.09
2022-05;Deira;Deira;FALSE;218;2345;;14;114;0;69;01.04;02.09
2022-06;Deira;Deira;FALSE;218;2344;;14;132;0;55;01.04;02.09
2022-07;Deira;Deira;FALSE;226;2432;;15;91;0;17;01.04;02.09
2022-08;Deira;Deira;FALSE;241;2592;;16;162;0;71;01.04;02.09
2022-09;Deira;Deira;FALSE;242;2604;;16;64;0;101;01.04;02.09
2022-10;Deira;Deira;FALSE;241;2597;;16;102;0;51;04.04;05.09
2022-11;Deira;Deira;FALSE;238;2566;;15;41;0;95;04.04;05.09
2022-12;Deira;Deira;FALSE;247;2655;;16;95;0;48;04.04;05.09
2023-01;Deira;Deira;FALSE;249;2680;;16;39;0;35;04.04;05.09
2023-02;Deira;Deira;FALSE;253;2719;;16;73;0;100;04.04;05.09
2023-03;Deira;Deira;FALSE;265;2847;;17;27;0;95;04.04;05.09
2023-04;Deira;Deira;FALSE;260;2804;;17;15;0;16;04.04;05.09
2023-05;Deira;Deira;FALSE;279;3002;;18;118;0;12;04.04;05.09
2023-06;Deira;Deira;FALSE;269;2892;;17;156;0;94;04.04;05.09
2023-07;Deira;Deira;FALSE;287;3093;;19;147;0;19;05.04;06.09
2023-08;Deira;Deira;FALSE;287;3088;;19;88;0;82;05.04;06.09
2023-09;Deira;Deira;FALSE;291;3133;;19;84;0;101;05.04;06.09
2023-10;Deira;Deira;FALSE;306;3295;;20;104;0;30;05.04;06.09
2023-11;Deira;Deira;FALSE;296;3186;;19;139;0;50;05.04;06.09
2023-12;Deira;Deira;FALSE;301;3241;;20;63;0;72;05.04;06.09
2024-01;Deira;Deira;FALSE;308;3318;;20;92;0;20;05.04;06.09
2024-02;Deira;Deira;FALSE;297;3196;;19;145;0;33;05.04;06.09
2024-03;Deira;Deira;FALSE;291;3131;;19;104;0;39;05.04;06.09
2024-04;Deira;Deira;FALSE;290;3118;;19;154;0;32;05.04;06.09
2024-05;Deira;Deira;FALSE;290;3119;;19;63;0;70;05.04;06.09
2024-06;Deira;Deira;FALSE;289;3110;;19;86;0;91;05.04;06.09
2024-07;Deira;Deira;FALSE;290;3122;;19;96;0;12;0,211805556;06.15
2024-08;Deira;Deira;FALSE;304;3272;;20;67;0;30;0,211805556;06.15
2024-09;Deira;Deira;FALSE;290;3127;;19;23;0;40;0,211805556;06.15
2024-10;Deira;Deira;FALSE;289;3111;;19;76;0;102;0,211805556;06.15
2024-11;Deira;Deira;FALSE;277;2984;;18;116;0;112;0,211805556;06.15
2024-12;Deira;Deira;FALSE;290;3121;;19;52;0;19;0,211805556;06.15
2025-01;Deira;Deira;FALSE;290;3122;;19;44;0;71;0,211805556;06.15
2025-02;Deira;Deira;FALSE;290;3123;;19;40;0;22;0,211805556;06.15
2025-03;Deira;Deira;FALSE;285;3070;;19;29;0;82;0,211805556;06.15
2025-04;Deira;Deira;FALSE;294;3168;;19;39;0;41;0,211805556;06.15
2025-05;Deira;Deira;FALSE;290;3124;;19;131;0;47;0,211805556;06.15
2025-06;Deira;Deira;FALSE;279;3001;;18;98;0;60;0,211805556;06.15
2025-07;Deira;Deira;FALSE;291;3137;;19;115;0;103;04.00;05.05
2025-08;Deira;Deira;FALSE;293;3157;;19;157;0;67;04.00;05.05
2025-09;Deira;Deira;FALSE;287;3093;;19;125;0;65;04.00;05.05
2025-10;Deira;Deira;FALSE;288;3101;;19;67;0;75;04.00;05.05
2025-11;Deira;Deira;FALSE;288;3096;;19;36;0;102;04.00;05.05
2025-12;Deira;Deira;FALSE;288;3102;;19;100;0;45;04.00;05.05
2026-01;Deira;Deira;FALSE;285;3066;;19;76;0;52;04.00;05.05
2026-02;Deira;Deira;FALSE;290;3125;;19;140;0;60;04.00;05.05
2026-03;Deira;Deira;FALSE;298;3206;;19;155;0;101;04.00;05.05
2026-04;Deira;Deira;FALSE;282;3032;;18;40;0;19;04.00;05.05
2020-01;Karama;Bur Dubai;FALSE;176;1890;;11;81;0;58;01.05;03.00
2020-02;Karama;Bur Dubai;FALSE;179;1925;;12;48;0;110;01.05;03.00
2020-03;Karama;Bur Dubai;FALSE;180;1935;;12;163;0;77;01.05;03.00
2020-04;Karama;Bur Dubai;FALSE;171;1840;;11;56;0;39;00.04;01.09
2020-05;Karama;Bur Dubai;FALSE;190;2047;;12;66;0;32;00.04;01.09
2020-06;Karama;Bur Dubai;FALSE;180;1942;;12;70;0;74;00.04;01.09
2020-07;Karama;Bur Dubai;FALSE;176;1890;;11;130;0;87;00.04;01.09
2020-08;Karama;Bur Dubai;FALSE;163;1752;;11;16;0;31;00.04;01.09
2020-09;Karama;Bur Dubai;FALSE;171;1839;;11;30;0;17;00.04;01.09
2020-10;Karama;Bur Dubai;FALSE;177;1904;;11;34;0;19;00.04;01.09
2020-11;Karama;Bur Dubai;FALSE;175;1886;;11;43;0;33;00.04;01.09
2020-12;Karama;Bur Dubai;FALSE;167;1802;;11;36;0;11;00.04;01.09
2021-01;Karama;Bur Dubai;FALSE;168;1810;;11;170;0;116;00.04;01.09
2021-02;Karama;Bur Dubai;FALSE;189;2031;;12;175;0;68;00.04;01.09
2021-03;Karama;Bur Dubai;FALSE;184;1979;;12;21;0;64;00.04;01.09
2021-04;Karama;Bur Dubai;FALSE;183;1968;;12;145;0;62;00.04;01.09
2021-05;Karama;Bur Dubai;FALSE;187;2008;;12;142;0;109;00.04;01.09
2021-06;Karama;Bur Dubai;FALSE;187;2010;;12;49;0;111;00.04;01.09
2021-07;Karama;Bur Dubai;FALSE;200;2158;;13;99;0;50;00.04;01.09
2021-08;Karama;Bur Dubai;FALSE;194;2091;;13;104;0;115;00.04;01.09
2021-09;Karama;Bur Dubai;FALSE;202;2170;;13;55;0;117;00.04;01.09
2021-10;Karama;Bur Dubai;FALSE;210;2259;;14;56;0;110;00.04;01.09
2021-11;Karama;Bur Dubai;FALSE;213;2289;;14;24;0;115;00.04;01.09
2021-12;Karama;Bur Dubai;FALSE;218;2342;;14;77;0;42;00.04;01.09
2022-01;Karama;Bur Dubai;FALSE;221;2377;;14;105;0;49;00.04;01.09
2022-02;Karama;Bur Dubai;FALSE;227;2445;;15;90;0;18;00.04;01.09
2022-03;Karama;Bur Dubai;FALSE;234;2519;;15;91;0;18;00.04;01.09
2022-04;Karama;Bur Dubai;FALSE;238;2558;;15;42;0;48;01.04;02.09
2022-05;Karama;Bur Dubai;FALSE;244;2628;;16;65;0;97;01.04;02.09
2022-06;Karama;Bur Dubai;FALSE;238;2557;;15;108;0;117;01.04;02.09
2022-07;Karama;Bur Dubai;FALSE;258;2778;;17;150;0;46;01.04;02.09
2022-08;Karama;Bur Dubai;FALSE;256;2760;;17;161;0;68;01.04;02.09
2022-09;Karama;Bur Dubai;FALSE;257;2765;;17;47;0;107;01.04;02.09
2022-10;Karama;Bur Dubai;FALSE;272;2926;;18;162;0;49;04.04;05.09
2022-11;Karama;Bur Dubai;FALSE;269;2892;;17;33;0;16;04.04;05.09
2022-12;Karama;Bur Dubai;FALSE;274;2950;;18;18;0;92;04.04;05.09
2023-01;Karama;Bur Dubai;FALSE;276;2976;;18;157;0;46;04.04;05.09
2023-02;Karama;Bur Dubai;FALSE;280;3011;;18;43;0;67;04.04;05.09
2023-03;Karama;Bur Dubai;FALSE;288;3100;;19;100;0;62;04.04;05.09
2023-04;Karama;Bur Dubai;FALSE;290;3117;;19;173;0;92;04.04;05.09
2023-05;Karama;Bur Dubai;FALSE;299;3224;;19;144;0;49;04.04;05.09
2023-06;Karama;Bur Dubai;FALSE;307;3301;;20;123;0;111;04.04;05.09
2023-07;Karama;Bur Dubai;FALSE;305;3287;;20;107;0;38;05.04;06.09
2023-08;Karama;Bur Dubai;FALSE;311;3352;;20;38;0;90;05.04;06.09
2023-09;Karama;Bur Dubai;FALSE;319;3436;;21;106;0;108;05.04;06.09
2023-10;Karama;Bur Dubai;FALSE;333;3579;;22;96;0;83;05.04;06.09
2023-11;Karama;Bur Dubai;FALSE;310;3342;;20;115;0;109;05.04;06.09
2023-12;Karama;Bur Dubai;FALSE;324;3486;;21;143;0;86;05.04;06.09
2024-01;Karama;Bur Dubai;FALSE;318;3418;;21;54;0;91;05.04;06.09
2024-02;Karama;Bur Dubai;FALSE;318;3422;;21;35;0;95;05.04;06.09
2024-03;Karama;Bur Dubai;FALSE;316;3404;;21;176;0;19;05.04;06.09
2024-04;Karama;Bur Dubai;FALSE;322;3470;;21;51;0;59;05.04;06.09
2024-05;Karama;Bur Dubai;FALSE;321;3454;;21;126;0;109;05.04;06.09
2024-06;Karama;Bur Dubai;FALSE;311;3351;;20;55;0;50;05.04;06.09
2024-07;Karama;Bur Dubai;FALSE;307;3306;;20;89;0;35;0,211805556;06.15
2024-08;Karama;Bur Dubai;FALSE;318;3425;;21;103;0;16;0,211805556;06.15
2024-09;Karama;Bur Dubai;FALSE;321;3457;;21;39;0;17;0,211805556;06.15
2024-10;Karama;Bur Dubai;FALSE;299;3223;;19;50;0;67;0,211805556;06.15
2024-11;Karama;Bur Dubai;FALSE;312;3360;;20;130;0;73;0,211805556;06.15
2024-12;Karama;Bur Dubai;FALSE;324;3491;;21;109;0;58;0,211805556;06.15
2025-01;Karama;Bur Dubai;FALSE;305;3283;;20;79;0;86;0,211805556;06.15
2025-02;Karama;Bur Dubai;FALSE;305;3288;;20;20;0;75;0,211805556;06.15
2025-03;Karama;Bur Dubai;FALSE;309;3328;;20;82;0;42;0,211805556;06.15
2025-04;Karama;Bur Dubai;FALSE;300;3228;;19;173;0;67;0,211805556;06.15
2025-05;Karama;Bur Dubai;FALSE;307;3301;;20;143;0;97;0,211805556;06.15
2025-06;Karama;Bur Dubai;FALSE;317;3414;;21;20;0;32;0,211805556;06.15
2025-07;Karama;Bur Dubai;FALSE;307;3306;;20;55;0;65;04.00;05.05
2025-08;Karama;Bur Dubai;FALSE;307;3307;;20;66;0;72;04.00;05.05
2025-09;Karama;Bur Dubai;FALSE;313;3373;;20;98;0;49;04.00;05.05
2025-10;Karama;Bur Dubai;FALSE;301;3235;;20;26;0;34;04.00;05.05
2025-11;Karama;Bur Dubai;FALSE;316;3404;;21;55;0;38;04.00;05.05
2025-12;Karama;Bur Dubai;FALSE;299;3224;;19;150;0;21;04.00;05.05
2026-01;Karama;Bur Dubai;FALSE;309;3324;;20;22;0;39;04.00;05.05
2026-02;Karama;Bur Dubai;FALSE;305;3278;;20;161;0;110;04.00;05.05
2026-03;Karama;Bur Dubai;FALSE;324;3482;;21;19;0;38;04.00;05.05
2026-04;Karama;Bur Dubai;FALSE;300;3233;;20;154;0;98;04.00;05.05
2020-01;Al Qusais;Al Qusais;FALSE;143;1544;;9;143;0;86;01.05;03.00
2020-02;Al Qusais;Al Qusais;FALSE;147;1585;;10;133;0;71;01.05;03.00
2020-03;Al Qusais;Al Qusais;FALSE;147;1577;;10;98;0;81;01.05;03.00
2020-04;Al Qusais;Al Qusais;FALSE;146;1572;;9;56;0;101;00.04;01.09
2020-05;Al Qusais;Al Qusais;FALSE;145;1566;;9;59;0;81;00.04;01.09
2020-06;Al Qusais;Al Qusais;FALSE;142;1531;;9;142;0;21;00.04;01.09
2020-07;Al Qusais;Al Qusais;FALSE;146;1576;;10;113;0;107;00.04;01.09
2020-08;Al Qusais;Al Qusais;FALSE;146;1567;;9;83;0;25;00.04;01.09
2020-09;Al Qusais;Al Qusais;FALSE;137;1477;;9;73;0;47;00.04;01.09
2020-10;Al Qusais;Al Qusais;FALSE;137;1479;;9;121;0;54;00.04;01.09
2020-11;Al Qusais;Al Qusais;FALSE;139;1496;;9;158;0;19;00.04;01.09
2020-12;Al Qusais;Al Qusais;FALSE;145;1562;;9;112;0;28;00.04;01.09
2021-01;Al Qusais;Al Qusais;FALSE;142;1529;;9;95;0;20;00.04;01.09
2021-02;Al Qusais;Al Qusais;FALSE;146;1574;;10;77;0;57;00.04;01.09
2021-03;Al Qusais;Al Qusais;FALSE;159;1708;;10;64;0;91;00.04;01.09
2021-04;Al Qusais;Al Qusais;FALSE;146;1575;;10;94;0;52;00.04;01.09
2021-05;Al Qusais;Al Qusais;FALSE;150;1616;;10;32;0;74;00.04;01.09
2021-06;Al Qusais;Al Qusais;FALSE;152;1636;;10;144;0;37;00.04;01.09
2021-07;Al Qusais;Al Qusais;FALSE;155;1672;;10;99;0;71;00.04;01.09
2021-08;Al Qusais;Al Qusais;FALSE;161;1729;;10;123;0;71;00.04;01.09
2021-09;Al Qusais;Al Qusais;FALSE;166;1791;;11;80;0;12;00.04;01.09
2021-10;Al Qusais;Al Qusais;FALSE;167;1794;;11;97;0;70;00.04;01.09
2021-11;Al Qusais;Al Qusais;FALSE;165;1775;;11;166;0;117;00.04;01.09
2021-12;Al Qusais;Al Qusais;FALSE;176;1892;;11;28;0;89;00.04;01.09
2022-01;Al Qusais;Al Qusais;FALSE;179;1930;;12;31;0;94;00.04;01.09
2022-02;Al Qusais;Al Qusais;FALSE;185;1997;;12;56;0;37;00.04;01.09
2022-03;Al Qusais;Al Qusais;FALSE;199;2140;;13;32;0;10;00.04;01.09
2022-04;Al Qusais;Al Qusais;FALSE;194;2090;;13;164;0;91;01.04;02.09
2022-05;Al Qusais;Al Qusais;FALSE;203;2180;;13;55;0;26;01.04;02.09
2022-06;Al Qusais;Al Qusais;FALSE;200;2155;;13;172;0;24;01.04;02.09
2022-07;Al Qusais;Al Qusais;FALSE;201;2162;;13;67;0;91;01.04;02.09
2022-08;Al Qusais;Al Qusais;FALSE;218;2349;;14;149;0;32;01.04;02.09
2022-09;Al Qusais;Al Qusais;FALSE;223;2395;;14;142;0;19;01.04;02.09
2022-10;Al Qusais;Al Qusais;FALSE;215;2315;;14;47;0;24;04.04;05.09
2022-11;Al Qusais;Al Qusais;FALSE;228;2453;;15;154;0;79;04.04;05.09
2022-12;Al Qusais;Al Qusais;FALSE;220;2367;;14;153;0;86;04.04;05.09
2023-01;Al Qusais;Al Qusais;FALSE;229;2462;;15;166;0;79;04.04;05.09
2023-02;Al Qusais;Al Qusais;FALSE;236;2538;;15;178;0;118;04.04;05.09
2023-03;Al Qusais;Al Qusais;FALSE;226;2435;;15;54;0;71;04.04;05.09
2023-04;Al Qusais;Al Qusais;FALSE;237;2555;;15;144;0;50;04.04;05.09
2023-05;Al Qusais;Al Qusais;FALSE;243;2615;;16;80;0;79;04.04;05.09
2023-06;Al Qusais;Al Qusais;FALSE;249;2675;;16;71;0;30;04.04;05.09
2023-07;Al Qusais;Al Qusais;FALSE;269;2893;;17;68;0;62;05.04;06.09
2023-08;Al Qusais;Al Qusais;FALSE;245;2637;;16;162;0;53;05.04;06.09
2023-09;Al Qusais;Al Qusais;FALSE;261;2805;;17;55;0;86;05.04;06.09
2023-10;Al Qusais;Al Qusais;FALSE;264;2837;;17;79;0;99;05.04;06.09
2023-11;Al Qusais;Al Qusais;FALSE;255;2740;;17;131;0;30;05.04;06.09
2023-12;Al Qusais;Al Qusais;FALSE;269;2892;;17;113;0;26;05.04;06.09
2024-01;Al Qusais;Al Qusais;FALSE;260;2797;;17;175;0;54;05.04;06.09
2024-02;Al Qusais;Al Qusais;FALSE;255;2740;;17;42;0;11;05.04;06.09
2024-03;Al Qusais;Al Qusais;FALSE;255;2745;;17;127;0;38;05.04;06.09
2024-04;Al Qusais;Al Qusais;FALSE;263;2828;;17;96;0;73;05.04;06.09
2024-05;Al Qusais;Al Qusais;FALSE;256;2756;;17;125;0;59;05.04;06.09
2024-06;Al Qusais;Al Qusais;FALSE;272;2930;;18;146;0;30;05.04;06.09
2024-07;Al Qusais;Al Qusais;FALSE;263;2832;;17;50;0;80;0,211805556;06.15
2024-08;Al Qusais;Al Qusais;FALSE;268;2887;;17;54;0;55;0,211805556;06.15
2024-09;Al Qusais;Al Qusais;FALSE;253;2723;;16;167;0;50;0,211805556;06.15
2024-10;Al Qusais;Al Qusais;FALSE;252;2713;;16;99;0;18;0,211805556;06.15
2024-11;Al Qusais;Al Qusais;FALSE;256;2756;;17;75;0;43;0,211805556;06.15
2024-12;Al Qusais;Al Qusais;FALSE;268;2886;;17;66;0;67;0,211805556;06.15
2025-01;Al Qusais;Al Qusais;FALSE;256;2760;;17;94;0;73;0,211805556;06.15
2025-02;Al Qusais;Al Qusais;FALSE;253;2729;;16;66;0;63;0,211805556;06.15
2025-03;Al Qusais;Al Qusais;FALSE;252;2709;;16;58;0;74;0,211805556;06.15
2025-04;Al Qusais;Al Qusais;FALSE;246;2646;;16;42;0;79;0,211805556;06.15
2025-05;Al Qusais;Al Qusais;FALSE;255;2750;;17;16;0;118;0,211805556;06.15
2025-06;Al Qusais;Al Qusais;FALSE;251;2705;;16;164;0;91;0,211805556;06.15
2025-07;Al Qusais;Al Qusais;FALSE;251;2704;;16;132;0;17;04.00;05.05
2025-08;Al Qusais;Al Qusais;FALSE;247;2661;;16;88;0;91;04.00;05.05
2025-09;Al Qusais;Al Qusais;FALSE;254;2733;;17;121;0;38;04.00;05.05
2025-10;Al Qusais;Al Qusais;FALSE;263;2833;;17;153;0;92;04.00;05.05
2025-11;Al Qusais;Al Qusais;FALSE;253;2720;;16;22;0;24;04.00;05.05
2025-12;Al Qusais;Al Qusais;FALSE;261;2812;;17;95;0;30;04.00;05.05
2026-01;Al Qusais;Al Qusais;FALSE;261;2806;;17;66;0;53;04.00;05.05
2026-02;Al Qusais;Al Qusais;FALSE;257;2764;;17;26;0;28;04.00;05.05
2026-03;Al Qusais;Al Qusais;FALSE;250;2689;;16;61;0;27;04.00;05.05
2026-04;Al Qusais;Al Qusais;FALSE;251;2707;;16;147;0;104;04.00;05.05
2020-01;Al Nahda;Al Nahda;FALSE;163;1756;;11;159;0;79;01.05;03.00
2020-02;Al Nahda;Al Nahda;FALSE;159;1716;;10;92;0;119;01.05;03.00
2020-03;Al Nahda;Al Nahda;FALSE;165;1778;;11;63;0;35;01.05;03.00
2020-04;Al Nahda;Al Nahda;FALSE;163;1751;;11;130;0;94;00.04;01.09
2020-05;Al Nahda;Al Nahda;FALSE;159;1716;;10;164;0;108;00.04;01.09
2020-06;Al Nahda;Al Nahda;FALSE;156;1676;;10;22;0;34;00.04;01.09
2020-07;Al Nahda;Al Nahda;FALSE;153;1646;;10;146;0;106;00.04;01.09
2020-08;Al Nahda;Al Nahda;FALSE;154;1654;;10;104;0;51;00.04;01.09
2020-09;Al Nahda;Al Nahda;FALSE;152;1632;;10;39;0;33;00.04;01.09
2020-10;Al Nahda;Al Nahda;FALSE;153;1649;;10;100;0;68;00.04;01.09
2020-11;Al Nahda;Al Nahda;FALSE;150;1616;;10;116;0;40;00.04;01.09
2020-12;Al Nahda;Al Nahda;FALSE;160;1720;;10;138;0;114;00.04;01.09
2021-01;Al Nahda;Al Nahda;FALSE;156;1675;;10;71;0;40;00.04;01.09
2021-02;Al Nahda;Al Nahda;FALSE;166;1782;;11;116;0;101;00.04;01.09
2021-03;Al Nahda;Al Nahda;FALSE;163;1750;;11;103;0;104;00.04;01.09
2021-04;Al Nahda;Al Nahda;FALSE;167;1800;;11;16;0;31;00.04;01.09
2021-05;Al Nahda;Al Nahda;FALSE;176;1894;;11;104;0;42;00.04;01.09
2021-06;Al Nahda;Al Nahda;FALSE;168;1807;;11;78;0;99;00.04;01.09
2021-07;Al Nahda;Al Nahda;FALSE;164;1762;;11;78;0;21;00.04;01.09
2021-08;Al Nahda;Al Nahda;FALSE;171;1838;;11;109;0;36;00.04;01.09
2021-09;Al Nahda;Al Nahda;FALSE;179;1921;;12;153;0;20;00.04;01.09
2021-10;Al Nahda;Al Nahda;FALSE;184;1982;;12;76;0;112;00.04;01.09
2021-11;Al Nahda;Al Nahda;FALSE;189;2038;;12;155;0;85;00.04;01.09
2021-12;Al Nahda;Al Nahda;FALSE;201;2165;;13;134;0;12;00.04;01.09
2022-01;Al Nahda;Al Nahda;FALSE;197;2125;;13;99;0;91;00.04;01.09
2022-02;Al Nahda;Al Nahda;FALSE;207;2230;;13;95;0;76;00.04;01.09
2022-03;Al Nahda;Al Nahda;FALSE;205;2210;;13;162;0;16;00.04;01.09
2022-04;Al Nahda;Al Nahda;FALSE;209;2251;;14;63;0;46;01.04;02.09
2022-05;Al Nahda;Al Nahda;FALSE;219;2357;;14;136;0;86;01.04;02.09
2022-06;Al Nahda;Al Nahda;FALSE;223;2406;;15;132;0;17;01.04;02.09
2022-07;Al Nahda;Al Nahda;FALSE;219;2358;;14;132;0;96;01.04;02.09
2022-08;Al Nahda;Al Nahda;FALSE;233;2509;;15;125;0;49;01.04;02.09
2022-09;Al Nahda;Al Nahda;FALSE;222;2387;;14;44;0;67;01.04;02.09
2022-10;Al Nahda;Al Nahda;FALSE;233;2512;;15;168;0;17;04.04;05.09
2022-11;Al Nahda;Al Nahda;FALSE;260;2798;;17;69;0;77;04.04;05.09
2022-12;Al Nahda;Al Nahda;FALSE;250;2690;;16;98;0;35;04.04;05.09
2023-01;Al Nahda;Al Nahda;FALSE;241;2592;;16;109;0;47;04.04;05.09
2023-02;Al Nahda;Al Nahda;FALSE;249;2678;;16;32;0;49;04.04;05.09
2023-03;Al Nahda;Al Nahda;FALSE;246;2649;;16;168;0;77;04.04;05.09
2023-04;Al Nahda;Al Nahda;FALSE;258;2775;;17;167;0;52;04.04;05.09
2023-05;Al Nahda;Al Nahda;FALSE;264;2845;;17;137;0;113;04.04;05.09
2023-06;Al Nahda;Al Nahda;FALSE;265;2857;;17;173;0;63;04.04;05.09
2023-07;Al Nahda;Al Nahda;FALSE;266;2863;;17;132;0;37;05.04;06.09
2023-08;Al Nahda;Al Nahda;FALSE;276;2973;;18;123;0;116;05.04;06.09
2023-09;Al Nahda;Al Nahda;FALSE;282;3036;;18;79;0;10;05.04;06.09
2023-10;Al Nahda;Al Nahda;FALSE;289;3107;;19;173;0;61;05.04;06.09
2023-11;Al Nahda;Al Nahda;FALSE;290;3120;;19;104;0;24;05.04;06.09
2023-12;Al Nahda;Al Nahda;FALSE;288;3104;;19;110;0;51;05.04;06.09
2024-01;Al Nahda;Al Nahda;FALSE;285;3066;;19;61;0;47;05.04;06.09
2024-02;Al Nahda;Al Nahda;FALSE;277;2987;;18;144;0;75;05.04;06.09
2024-03;Al Nahda;Al Nahda;FALSE;286;3082;;19;96;0;107;05.04;06.09
